SKU_ID,ProductID,CPU,GPU,VRAM,RAM,StorageType,StorageCapacity,ScreenSize,Weight,Price,Stock
ASU-S7FJ3,1362,Intel Core i5 (11th Gen),"Geforce MX330 GPU, 2 GB",2,8,SSD,512,14.0,1.34,64990,47
ASU-33I2B,1363,AMD Quad-Core E2 APU,Radeon R2,0,4,SSD,32,14.0,1.62,77460,25
82K101B7IN,196,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD + HDD,1280,15.6,2.28,68990,25
9GD57PA,1364,Intel Core i3 (8th Gen),UHD 620,0,4,HDD,1024,15.6,1.65,27990,49
ASU-2R48R,1365,Intel Core i7 (8th Gen),UHD 620,0,16,SSD,512,14.0,1.08,85990,16
ASU-48L4W,1366,AMD Quad-Core Ryzen 7,"Geforce GTX 1650 GPU, 4 GB",4,8,SSD + HDD,1536,15.6,2.73,66990,32
MSI-8Q032,1367,Intel Core i7 (10th Gen) Processor,"Geforce RTX 2070 GPU, 8 GB",8,32,SSD + HDD,1536,15.6,2.32,156090,38
Z4Q39PA,1368,Intel Core i5 (7th Gen),"GeForce 940MX GPU, 2 GB",2,8,HDD,1024,15.6,1.88,56950,44
2N1K9PA,1369,Intel Core i5 (11th Gen) Processor,Iris Xe,0,16,SSD,512,14.0,1.52,72490,49
ASU-IACOY,1370,Intel Core i5 (10th Gen),UHD,0,8,HDD,1024,15.6,1.71,44694,28
4SY26PA,1371,Intel Core i3 (8th Gen),UHD 620,0,4,SSD,128,13.3,1.34,58051,32
ACE-MN5T6,273,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.31,49599,36
MSI-4R2GK,1372,Intel Core i7 (11th Gen),"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,512,15.6,2.73,62643,30
ASU-CS48H,1373,Intel Core i7 (10th Gen),"GeForce GTX 1650 Ti GPU, 4 GB",4,16,SSD,1024,15.6,2.31,74190,16
ACE-K8HZX,1374,Intel Pentium Dual-Core,HD 610,0,4,HDD,1024,14.0,1.4,29639,11
IBA-5FOUO,1375,Intel Celeron Dual-Core,HD Graphics,0,2,SSD,32,11.6,1.21,9990,43
B566116HIN9,1142,Intel Core i3 (7th Gen),HD 620,0,4,HDD,1024,14.0,1.49,29990,8
82H803B6IN,103,Intel Core i7 (11th Gen),Iris Xe,0,16,SSD,512,15.6,1.61,60190,44
AVI-U1VYX,1376,Intel Core i3 (8th Gen),UHD 620,0,4,SSD,256,14.0,1.45,28349,28
ACE-QWOQO,1377,Intel Core i3 (7th Gen),HD 620,0,4,HDD,1024,15.6,1.82,33999,13
536C2PA,1378,Intel Core i3 (11th Gen),UHD,0,8,SSD,256,15.6,1.66,38000,4
6AQ35PA,1379,AMD Quad-Core Ryzen 5,Radeon Vega 8,0,4,HDD,1024,15.6,1.95,24990,36
589X6PA,1380,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.42,59910,30
D560236WIN9B,1091,Intel Core i3 (10th Gen),UHD,0,4,HDD,1024,15.6,1.86,29247,19
ASU-93S6A,1381,Intel Core i5 (8th Gen),UHD 620,0,4,HDD,1024,15.6,1.72,39990,23
ASU-T46SS,1382,AMD Octa-Core Ryzen 9,"Radeon RX 6800M GPU, 12 GB",12,16,SSD,1024,15.6,2.32,114990,49
ASU-H3RJH,1383,Intel Core i3 (11th Gen),UHD,0,8,SSD,256,15.6,1.69,41390,27
81VT0095IN,1312,Intel Celeron Dual-Core,UHD,0,4,SSD,256,11.6,1.06,25200,13
ASU-SL71P,1384,Intel Core i5 (8th Gen),"GeForce MX110 GPU, 2 GB",2,4,HDD,1024,15.6,1.67,38990,12
ASU-A39RA,1385,Intel Core i5 (8th Gen),UHD 620,0,8,SSD,512,13.3,1.14,59990,48
ASU-NVGE8,1386,Intel Core i5 (9th Gen),"Geforce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.04,62990,36
4WD02PA,1387,Intel Core i5 (8th Gen),"GeForce GTX 1050 GPU, 4 GB",4,8,SSD + HDD,1152,15.6,2.71,62990,3
A561208HIN9,1148,Intel Core i3 (6th Gen),HD 520,0,4,HDD,1024,15.6,1.74,32050,28
4SY25PA,1388,Intel Core i5 (8th Gen),UHD 620,0,8,SSD,256,13.3,1.29,69990,48
ASU-EHJRW,1389,Intel Pentium Quad-Core,UHD,0,8,SSD,256,14.0,1.57,29990,41
ASU-3RYFR,1390,AMD Dual-Core Ryzen 3,Radeon Vega 3,0,8,SSD,256,15.6,1.69,33990,10
275H7PA,1391,AMD Quad-Core Ryzen 5,Radeon Vega 8,0,8,SSD,512,14.0,1.32,47999,38
81W800TFIN,8,Intel Core i5 (10th Gen),UHD,0,8,SSD,512,15.6,1.64,49990,48
7HC78PA,1047,Intel Core i3 (7th Gen),HD 620,0,4,HDD,1024,15.6,1.73,26480,36
81WL002RIN,1184,Intel Core i5 (10th Gen),"GeForce MX250 GPU, 2 GB",2,8,SSD + HDD,1280,15.6,1.63,58750,44
8WM99PA,1392,Intel Celeron Dual-Core,UHD 600,0,4,HDD,1024,15.6,1.74,21990,25
APP-4U8KR,1393,Intel Core i5 (10th Gen),Iris Plus,0,8,SSD,512,13.3,1.28,109990,23
34W44PA,1394,Intel Core i3 (11th Gen),UHD,0,8,HDD,1024,15.6,1.71,51860,40
ASU-3DQC2,1395,AMD Hexa-Core Ryzen 5,Radeon,0,16,SSD,512,16.0,2.2,47990,19
ASU-571JN,1396,AMD Quad-Core Ryzen 5,Radeon Vega 8,0,8,HDD,1024,15.6,1.88,35990,6
ASU-HSPKG,1397,Intel Core i3 (10th Gen),UHD,0,8,HDD,1024,15.6,1.74,35990,29
ASU-NHOF2,1398,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.65,60990,43
8LX85PA,1399,Intel Core i5 (1st Gen),"GeForce GPU, 2 GB",2,8,SSD + HDD,1280,15.6,1.79,66990,26
DEL-QZPOE,1400,Intel Core i3 (7th Gen),HD 620,0,4,HDD,1024,14.0,1.49,26650,7
ASU-EYXV0,1401,Intel Core i7 (12th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",4,16,SSD,512,15.6,2.31,92990,28
MSI-NVOA1,1402,Intel Core i7 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,1024,15.6,2.62,96990,15
81WE00S2IN,114,Intel Core i3 (10th Gen),UHD,0,4,HDD,1024,15.6,1.67,29990,36
81VD008GIN,8,Intel Core i3 (8th Gen),UHD 620,0,4,HDD,1024,15.6,1.68,33990,26
7LG82PA,1403,Intel Core i7 (9th Gen),"GeForce GTX 1650 GPU, 4 GB",4,12,SSD + HDD,1536,15.6,2.42,105932,5
2D5X7PA,1361,AMD Quad-Core Ryzen 5 Processor,Radeon Vega,0,8,HDD,1024,14.0,1.49,37790,26
82JU010NIN,1211,AMD Octa-Core Ryzen 7 Processor,"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,1024,15.6,2.37,127990,4
A561215UIN9,1148,Intel Core i5 (7th Gen),"Radeon R5 M430  GPU, 2 GB",2,4,HDD,1024,15.6,1.62,40697,3
D552154WIN9BE,223,Intel Core i5 (11th Gen),Iris Xe,0,8,HDD,1024,14.0,1.4,36515,34
ASU-TQIVO,1404,AMD Quad-Core Ryzen 5,"GeForce GTX 1050 GPU, 4 GB",4,8,HDD,1024,15.6,2.07,46590,39
4WD03PA,1405,Intel Core i7 (8th Gen),"GeForce GTX 1050 GPU, 4 GB",4,8,SSD + HDD,1152,15.6,2.43,77990,15
VDV-00015,1406,Intel Core i5 (10th Gen),Iris Plus,0,8,SSD,128,12.3,1.38,92490,2
4NE20PA,1407,AMD Dual-Core APU,Radeon R2,0,4,HDD,1024,15.6,1.9,19490,15
A561222SIN9,1148,Intel Core i3 (6th Gen),HD 520,0,4,HDD,1024,15.6,1.87,34990,11
C563115WIN9,1408,Intel Core i5 (8th Gen),"Radeon 520 GPU, 2 GB",2,8,HDD,1024,15.6,1.64,45990,29
ASU-1ZL6A,1409,Intel Core i7 (8th Gen),"Geforce GTX 1050Ti GPU, 4 GB",4,8,SSD + HDD,1152,15.6,2.27,74990,45
A561220SIN9,1148,Intel Core i7 (7th Gen),"Radeon R5 M430 GPU, 2 GB",2,8,HDD,1024,15.6,1.71,61658,45
ACE-F664A,273,Intel Core i3 (11th Gen) Processor,UHD,0,4,SSD,256,14.0,1.48,31490,13
Y4F71PA,1410,2.4 Ghz Processor,HD 620,0,4,HDD,1024,13.3,1.24,46990,19
ASU-MT0BF,1411,Intel Core i5 (8th Gen),UHD 620,0,8,SSD + HDD,1280,14.0,1.35,62990,46
20RDS18B00,327,Intel Core i5 (10th Gen),UHD,0,8,SSD + HDD,1152,15.6,1.8,59990,49
1AC72PA,1412,Intel Core i3 (6th Gen),HD 520,0,4,HDD,1024,14.0,1.53,29490,8
82C700J0IH,190,AMD Dual-Core Athlon,Radeon,0,4,HDD,1024,15.6,1.69,26990,19
ASU-Q77W9,1413,Intel Core i5 (8th Gen),UHD 620,0,8,SSD + HDD,1280,14.0,1.55,64990,27
ASU-8HCQ5,1414,Intel Core i5 (8th Gen),UHD 620,0,8,SSD + HDD,1280,14.0,1.36,64990,21
81WD010TIN,1415,Intel Core i3 (10th Gen),UHD,0,4,SSD,256,14.0,1.49,31490,10
ASU-35S5C,1416,Intel Core i7 (10th Gen),"Geforce GTX 1660 Ti GPU, 6 GB",6,16,SSD,512,17.3,2.28,99790,20
6EW00PA,1417,Intel Core i5 (8th Gen),UHD 620,0,8,SSD,256,15.6,1.94,47990,44
ASU-Z3IZB,1418,Intel Core i5 (8th Gen),UHD 620,0,8,SSD + HDD,1280,14.0,1.52,64990,27
A564106SIN9,1419,Intel Core i3 (7th Gen),HD 620,0,4,HDD,1024,15.6,1.88,43058,39
D560826WIN9G,524,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.13,56554,37
ACE-A3TYR,1309,Intel Core i5 (8th Gen),"GeForce MX150 GPU, 2 GB",2,8,SSD + HDD,1152,15.6,1.79,66990,42
D560193WIN9SE,1420,Intel Core i3 (10th Gen),UHD,0,4,HDD,1024,14.0,1.46,28143,6
ASU-8B76R,1421,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,14.0,1.39,49990,44
ACE-E4KRK,221,Intel Core i3 (11th Gen) Processor,UHD,0,4,SSD,256,15.6,1.81,31790,16
7G6H1PA,1422,AMD Quad-Core Ryzen 3,Radeon,0,8,SSD,512,15.6,1.65,40230,1
ASU-DXFM4,1423,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD + HDD,1280,15.6,1.7,57499,8
ACE-GQOGW,1424,AMD Quad-Core Ryzen 5,"Radeon RX 560X GPU, 4 GB",4,8,SSD + HDD,1280,15.6,2.26,54990,15
INF-21GCH,1425,Intel Celeron Quad-Core,UHD,0,4,SSD,128,14.0,1.31,24990,14
7J3Z2PA,1426,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,15.6,1.72,52340,47
ASU-SDZGT,1427,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD + HDD,1280,15.6,1.7,50990,42
2N1L0PA,1428,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.58,66999,38
82KU0238IN,1429,AMD Hexa-Core Ryzen 5,Radeon,0,16,SSD,512,15.6,1.65,37990,2
7J3Z3PA,1430,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,15.6,1.69,51499,8
81X800LGIN,195,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,15.6,1.86,35100,49
81D200ANIN,1161,AMD Quad-Core Ryzen 5,Radeon Vega 8,0,4,HDD,1024,15.6,1.78,29990,8
MSI-SE6TO,1431,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,15.6,1.6,40839,33
MSI-VTMB7,1432,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,14.0,1.31,37990,32
MSI-TR4JD,1433,AMD Hexa-Core Ryzen 5,Radeon RX 5500M,0,8,SSD,512,15.6,1.8,48990,11
25U57PA,1434,Intel Core i3 (10th Gen),UHD,0,8,SSD + HDD,1280,15.6,1.66,40990,18
INF-IKY96,1435,Intel Celeron Quad-Core,UHD,0,8,SSD,256,15.6,1.89,24990,13
SAM-N7ZMF,1436,Intel Core i5 (12th Gen),Iris Xe,0,8,SSD,512,15.6,1.83,52190,27
34W78PA,1437,Intel Core i3 (11th Gen) Processor,UHD,0,8,SSD,512,15.6,1.66,36298,2
INF-9DCE3,1435,Intel Celeron Quad-Core,UHD,0,8,SSD,512,15.6,1.61,24950,47
ASU-I4WHQ,1438,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.42,44890,21
6C4A9PA,1439,AMD Dual-Core Athlon,Radeon,0,8,SSD,256,14.0,1.39,36359,24
7W474PA,1440,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,15.6,1.73,39450,27
183J8PA,1441,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 Ti GPU, 4 GB",4,8,SSD,512,15.6,2.74,57750,11
ACE-3E3FJ,1442,Intel Core i5 (12th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.49,47990,13
82H801LGIN,114,Intel Core i3 (11th Gen),UHD,0,8,SSD,256,15.6,1.68,31990,47
546K7PA,1443,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,15.6,1.69,46500,49
C552106UIN9,1158,Intel Core i5 (8th Gen),"Radeon 520 GPU, 2 GB",2,8,HDD,1024,14.0,1.55,44990,21
ASU-W8A8F,1444,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.33,63990,3
MSI-12IXT,1445,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,14.0,1.36,29800,45
9VB32PA,1446,Intel Core i3 (8th Gen),UHD 620,0,8,SSD,256,14.0,1.48,31271,45
MSI-M67XB,1447,Intel Core i5 (10th Gen) Processor,"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.1,52891,21
6P129PA,1448,Intel Core i5 (12th Gen),Iris Xe,0,8,SSD,512,15.6,1.68,53999,41
ASU-LGOKD,1449,Intel Celeron Dual-Core,UHD 600,0,4,SSD,64,11.6,1.16,22500,17
ASU-60AB6,1450,Intel Celeron Dual-Core,UHD,0,4,SSD,256,14.0,1.46,24890,9
ASU-U9DBU,1451,AMD Octa-Core Ryzen 7,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.32,68990,47
81WQ00MQIN,372,Intel Celeron Dual-Core,UHD Graphics,0,8,SSD,256,15.6,1.85,26399,20
194V6PA,1452,AMD Quad-Core Ryzen 5,"Geforce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.25,55490,38
ASU-CSKZX,1453,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,17.3,2.28,54750,40
ASU-JU8ZU,1454,Intel Core i3 (10th Gen),UHD,0,4,HDD,1024,15.6,1.73,27990,20
3V7P2PA,1455,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.31,56250,1
82B500BHIN,1211,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD + HDD,1280,15.6,2.37,69789,25
50N47PA,1456,Intel Core i5 (11th Gen) Processor,Iris Xe,0,16,SSD,512,14.0,1.4,67999,3
82QYA00MIN,1457,Intel Celeron Dual-Core,UHD,0,8,SSD,256,15.6,1.91,22890,14
6K9C3PA,1458,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,14.0,1.41,63954,5
XIA-SNQNF,116,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,15.6,1.78,59999,14
82K101PBIN,582,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",4,8,SSD,512,15.6,2.17,53990,24
82KDA022IH,1457,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,15.6,1.62,33941,33
7K8N1PA,1459,AMD Hexa-Core Ryzen 5,"Radeon RX 6500M  GPU, 4 GB",4,8,SSD,512,15.6,1.81,51859,20
ASU-8ECEA,1460,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",4,8,SSD,512,15.6,2.26,57990,27
MSI-FAFAE,1461,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.38,36990,30
ASU-J4BFC,1462,AMD Quad-Core Ryzen 7,Radeon RX Vega 10,0,16,SSD,512,14.0,1.53,49990,11
ASU-6X5X3,1463,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.27,74990,31
ASU-OVNI6,1464,Intel Celeron Dual-Core,UHD,0,4,SSD,256,15.6,1.73,22439,2
7G6H2PA,1465,AMD Quad-Core Ryzen 3,Radeon,0,8,SSD,512,15.6,1.69,39000,10
ACE-SPO58,1442,Intel Core i5 (12th Gen),"GeForce GTX 1650 GPU, 4 GB",4,16,SSD,512,15.6,2.2,51990,42
INF-8J4F2,1425,Intel Celeron Quad-Core,UHD,0,4,SSD,128,14.0,1.61,20290,28
D552127WIN9DE,264,Intel Core i3 (10th Gen),UHD,0,4,SSD + HDD,1280,14.0,1.46,44100,24
81Y401APIN,196,Intel Core i5 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.74,47500,33
82RK00XDIN,128,Intel Core i3 (12th Gen),UHD,0,8,SSD,256,15.6,1.67,33650,23
4X7E1PA,1466,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,14.0,1.35,53990,33
82WU0095IN,1467,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,14.0,1.31,69999,21
7G6H3PA,1468,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,15.6,1.66,37999,21
INF-PARK6,1469,Intel Core i3 (12th Gen),Iris Xe,0,8,SSD,512,14.0,1.39,30990,45
ASU-85SMI,1470,Intel Celeron Dual-Core,HD 500,0,4,SSD,64,15.6,1.79,18290,19
ACE-8ETKO,993,Intel Core i5 (11th Gen) Processor,"GeForce RTX 3050 GPU, 4 GB",4,8,SSD + HDD,1280,15.6,2.27,74699,44
3V6P9PA,1471,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,15.6,1.68,38899,8
ASU-I9ZDV,1472,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,15.6,1.81,49990,20
21A4A08WIH,1473,AMD Quad-Core Ryzen 3,Radeon,0,8,SSD,512,15.6,1.69,30290,19
SAM-LISFS,1474,Intel Core i5 (13th Gen),Iris Xe,0,16,SSD,512,15.6,1.62,79990,14
D560401WIN9BE,215,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD + HDD,1280,15.6,1.69,50330,38
82RK00EEIN,1475,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,15.6,1.69,34990,37
ASU-MHVEO,1476,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.29,61990,4
536C3PA,1477,Intel Core i3 (11th Gen) Processor,UHD,0,8,SSD,512,15.6,1.69,39990,14
25U58PA,1478,Intel Core i5 (10th Gen),UHD,0,4,SSD,512,15.6,1.69,51499,42
SAM-AKKIC,1479,Intel Core i5 (13th Gen),Iris Xe,0,8,SSD,512,15.6,1.72,64990,29
ACE-4ZCXC,66,Intel Core i3 (12th Gen) Processor,UHD,0,8,SSD,512,15.6,1.92,32490,30
ASU-WTHBD,1480,AMD Hexa-Core Ryzen 5,Radeon Vega 7,0,8,SSD,512,16.0,2.11,47389,9
D552202WIN9D,237,AMD Quad-Core Ryzen 5,Radeon Vega 8,0,8,SSD,256,14.0,1.48,48599,42
82R1004AIN,207,AMD Quad-Core Ryzen 5,Radeon Graphics,0,8,SSD,512,15.6,1.67,38450,31
8K8J1PA,1481,Intel Core i3 (13th Gen),UHD,0,8,SSD,512,14.0,1.62,40990,40
D560397WIN9BE,215,Intel Core i3 (10th Gen),UHD,0,4,SSD,256,15.6,1.9,38499,11
ASU-Y0PQP,1482,Intel Celeron Dual-Core,UHD,0,8,SSD,512,15.6,1.74,28990,18
840T7PA,693,AMD Dual-Core Athlon,Integrated,0,4,SSD,256,15.6,1.61,19890,38
ACE-BP744,66,Intel Core i3 (12th Gen) Processor,UHD,0,8,SSD,256,15.6,1.79,31490,45
81VT009UIN,1312,Intel Celeron Dual-Core,UHD,0,4,SSD,256,11.6,1.12,23819,42
ASU-27EEU,1483,Intel Core i3 (10th Gen),UHD,0,8,HDD,1024,14.0,1.52,29489,49
7GZ75PA,1361,AMD Dual-Core A6 APU,Radeon R4,0,4,HDD,1024,14.0,1.38,20900,10
ACE-SSBS9,1484,AMD Quad-Core Ryzen 3 Processor,Radeon,0,8,SSD,256,15.6,1.68,32990,5
ACE-2YBRG,66,Intel Core i3 (12th Gen) Processor,UHD,0,8,SSD,256,15.6,1.89,31890,24
ASU-HFRRY,1485,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.27,56990,23
ASU-WI5ZP,1486,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.25,77990,29
ASU-CHMX6,1487,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,1024,15.6,2.28,84999,21
82K20289IN,196,AMD Quad-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",4,8,SSD,512,15.6,2.18,47990,2
81X100NDIN,198,Intel Core i3 (10th Gen),UHD,0,8,SSD,512,14.0,1.58,58999,31
HP-YSNJM,1488,AMD Dual-Core Athlon,Integrated,0,8,HDD,1024,14.0,1.48,24990,37
ASU-T1522,1489,Intel Celeron Dual-Core,HD 500,0,4,SSD,32,11.6,1.09,17999,38
6Q2M3PA,1490,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,15.6,1.7,62917,41
36OL5PA,1491,Intel Core i3 (10th Gen),UHD,0,8,SSD,512,15.6,1.73,43990,29
ACE-469CB,51,Intel Core i7 (11th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",4,16,SSD + HDD,1536,15.6,2.29,78490,46
82K201Y9IN,196,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD + HDD,1280,15.6,2.21,56999,29
81WQ00NXIN,372,Intel Celeron Dual-Core,UHD 600,0,8,SSD,256,15.6,1.7,26999,29
3X8X2PA,1492,Intel Core i5 (11th Gen),Iris X,0,16,SSD,512,14.0,1.44,62500,3
50N46PA,1493,Intel Core i5 (11th Gen) Processor,Iris X,0,8,SSD,512,14.0,1.56,49990,49
FRI-F58,1494,Intel Core i5 (12th Gen),UHD,0,8,SSD,512,14.0,1.35,48990,21
FRI-F56,1494,Intel Core i5 (12th Gen),UHD,0,16,SSD,512,14.0,1.44,51990,30
ASU-44RWZ,1495,Intel Core i7 (11th Gen) Processor,Iris Xe,0,16,SSD,1024,13.3,1.11,99990,22
ACE-RHPFP,200,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,1024,15.6,2.34,76990,31
D552299WIN9BE,14,Intel Core i3 (11th Gen),Integrated,0,8,SSD,256,14.0,1.57,33490,47
82EY00L9IN,196,AMD Hexa-Core Ryzen 5,"Geforce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.27,63490,47
D552190WIN9BE,223,Intel Core i3 (11th Gen),UHD,0,8,SSD,256,14.0,1.45,38990,29
8G148PA,1496,Intel Core i5 (12th Gen),Iris Xe,0,8,SSD,512,15.6,1.72,49400,40
ACE-3KV3B,136,Intel Core i5 (12th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.38,51990,2
360L9PA,1497,Intel Core i5 (11th Gen),Iris X,0,8,SSD,512,14.0,1.44,49899,11
INF-XFNX8,5,Intel Core i5 (11th Gen),UHD,0,16,SSD,512,15.6,1.93,27990,30
INF-6EJ9E,58,Intel Core i9 (13th Gen),Iris Xe,0,32,SSD,1024,15.6,1.72,74890,41
7W475PA,1498,Intel Celeron Dual-Core,UHD,0,8,SSD,512,15.6,1.71,28990,8
ASU-O8WVT,1499,AMD Dual-Core Ryzen 3,Radeon,0,8,SSD,512,15.6,1.73,39389,19
82SB00NXIN,1500,AMD Hexa-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",4,16,SSD,512,15.6,2.68,55990,2
HON-WEZSO,1494,Intel Core i5 (11th Gen),Integrated,0,8,SSD,512,14.0,1.65,41990,6
ACE-18U3R,352,Intel Core i5 (12th Gen),Iris Xe,0,8,SSD,512,14.0,1.35,61999,18
APP-VWMZM,1501,Apple M2 Processor,M2,0,8,SSD,256,13.3,1.61,129900,12
82K1019BIN,109,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.48,64500,24
D560412WIN9S,215,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD + HDD,1280,15.6,1.64,54097,10
82H701DKIN,2,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,14.0,1.63,40990,1
D552276WIN9BE,14,Intel Core i3 (11th Gen),Integrated,0,8,SSD,512,14.0,1.32,38890,14
HP-3D79H,1502,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 Ti GPU, 4 GB",4,8,SSD,512,16.1,3.3,72990,14
ASU-WYDOF,1503,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,15.6,1.7,40990,35
6N041PA,1504,Intel Core i3 (11th Gen),UHD,0,8,HDD,1024,15.6,1.73,45637,10
ASU-FOU4R,1505,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,15.6,1.79,69990,16
ASU-32TSO,1506,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,15.6,1.77,68489,5
ASU-AR7FB,1507,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,15.6,1.75,70990,17
689T4PA,235,AMD Dual-Core Ryzen 3,Radeon,0,8,SSD,512,15.6,1.66,30990,42
87B57PA,1508,Intel Core i5 (13th Gen),Iris Xe,0,16,SSD,1024,15.6,1.8,73990,47
6N044PA,1509,Intel Core i3 (10th Gen),UHD,0,8,SSD,512,15.6,1.66,40990,41
82K201UEIN,1510,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.57,51101,9
82NL00APIN,1211,Intel Core i5 (10th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.35,67000,48
D560805WIN9W,415,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.38,69490,28
ASU-HB9JK,1511,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,14.0,1.57,58800,46
ACE-Z8DNM,1442,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.72,64391,9
D560429WIN9S,1257,AMD Dual-Core Ryzen 3,Radeon Vega,0,8,HDD,1024,15.6,1.95,35855,46
82K2029CIN,1512,AMD Quad-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",4,16,SSD,512,15.6,2.6,50990,39
82SB00V3IN,196,AMD Hexa-Core Ryzen 5,"RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.69,67500,43
20T6S0UQ00,427,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,256,14.0,1.4,58990,38
ASU-LP70E,1513,Intel Core i3 (12th Gen),Integrated,0,8,SSD,512,16.0,2.44,43990,32
