SKU_ID,ProductID,CPU,GPU,RAM,Storage,ScreenSize,Weight,Price,Stock
DEL-LL2B,1400,Intel Core i3 (7th Gen),HD 620,4,NO SSD + 1024 GB HDD Storage,14.0,1.63,26650,45
ASU-4D2C,1401,Intel Core i7 (12th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",16,512 GB SSD Storage,15.6,2.72,92990,3
MSI-EA4S,1402,Intel Core i7 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.57,96990,14
81WE00S2IN,114,Intel Core i3 (10th Gen),UHD,4,NO SSD + 1024 GB HDD Storage,15.6,1.93,29990,42
81VD008GIN,8,Intel Core i3 (8th Gen),UHD 620,4,NO SSD + 1024 GB HDD Storage,15.6,1.84,33990,3
7LG82PA,1403,Intel Core i7 (9th Gen),"GeForce GTX 1650 GPU, 4 GB",12,512 GB SSD Storage + 1024 GB HDD Storage,15.6,2.11,105932,18
2D5X7PA,1361,AMD Quad-Core Ryzen 5 Processor,Radeon Vega,8,NO SSD + 1024 GB HDD Storage,14.0,1.36,37790,1
82JU010NIN,1211,AMD Octa-Core Ryzen 7 Processor,"GeForce RTX 3060 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.59,127990,46
A561215UIN9,1148,Intel Core i5 (7th Gen),"Radeon R5 M430  GPU, 2 GB",4,NO SSD + 1024 GB HDD Storage,15.6,1.68,40697,37
D552154WIN9BE,223,Intel Core i5 (11th Gen),Iris Xe,8,NO SSD + 1024 GB HDD Storage,14.0,1.35,36515,10
ASU-W725,1404,AMD Quad-Core Ryzen 5,"GeForce GTX 1050 GPU, 4 GB",8,NO SSD + 1024 GB HDD Storage,15.6,2.4,46590,2
4WD03PA,1405,Intel Core i7 (8th Gen),"GeForce GTX 1050 GPU, 4 GB",8,128 GB SSD Storage + 1024 GB HDD Storage,15.6,2.47,77990,13
VDV-00015,1406,Intel Core i5 (10th Gen),Iris Plus,8,128 GB SSD Storage,12.3,1.42,92490,44
4NE20PA,1407,AMD Dual-Core APU,Radeon R2,4,NO SSD + 1024 GB HDD Storage,15.6,1.77,19490,29
A561222SIN9,1148,Intel Core i3 (6th Gen),HD 520,4,NO SSD + 1024 GB HDD Storage,15.6,1.84,34990,43
C563115WIN9,1408,Intel Core i5 (8th Gen),"Radeon 520 GPU, 2 GB",8,NO SSD + 1024 GB HDD Storage,15.6,1.66,45990,13
ASU-CZ9H,1409,Intel Core i7 (8th Gen),"Geforce GTX 1050Ti GPU, 4 GB",8,128 GB SSD Storage + 1024 GB HDD Storage,15.6,2.04,74990,30
A561220SIN9,1148,Intel Core i7 (7th Gen),"Radeon R5 M430 GPU, 2 GB",8,NO SSD + 1024 GB HDD Storage,15.6,1.72,61658,7
ACE-1UYV,273,Intel Core i3 (11th Gen) Processor,UHD,4,256 GB SSD Storage,14.0,1.39,31490,39
Y4F71PA,1410,2.4 Ghz Processor,HD 620,4,NO SSD + 1024 GB HDD Storage,13.3,1.37,46990,13
ASU-3TCH,1411,Intel Core i5 (8th Gen),UHD 620,8,256 GB SSD Storage + 1024 GB HDD Storage,14.0,1.48,62990,46
20RDS18B00,327,Intel Core i5 (10th Gen),UHD,8,128 GB SSD Storage + 1024 GB HDD Storage,15.6,1.62,59990,15
1AC72PA,1412,Intel Core i3 (6th Gen),HD 520,4,NO SSD + 1024 GB HDD Storage,14.0,1.41,29490,47
82C700J0IH,190,AMD Dual-Core Athlon,Radeon,4,NO SSD + 1024 GB HDD Storage,15.6,1.87,26990,40
ASU-6JZ6,1413,Intel Core i5 (8th Gen),UHD 620,8,256 GB SSD Storage + 1024 GB HDD Storage,14.0,1.37,64990,7
ASU-SP36,1414,Intel Core i5 (8th Gen),UHD 620,8,256 GB SSD Storage + 1024 GB HDD Storage,14.0,1.37,64990,17
81WD010TIN,1415,Intel Core i3 (10th Gen),UHD,4,256 GB SSD Storage,14.0,1.4,31490,8
ASU-Z58L,1416,Intel Core i7 (10th Gen),"Geforce GTX 1660 Ti GPU, 6 GB",16,512 GB SSD Storage,17.3,3.23,99790,49
6EW00PA,1417,Intel Core i5 (8th Gen),UHD 620,8,256 GB SSD Storage,15.6,1.71,47990,26
ASU-ZN5W,1418,Intel Core i5 (8th Gen),UHD 620,8,256 GB SSD Storage + 1024 GB HDD Storage,14.0,1.64,64990,14
A564106SIN9,1419,Intel Core i3 (7th Gen),HD 620,4,NO SSD + 1024 GB HDD Storage,15.6,1.81,43058,39
D560826WIN9G,524,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.51,56554,28
ACE-YN0H,1309,Intel Core i5 (8th Gen),"GeForce MX150 GPU, 2 GB",8,128 GB SSD Storage + 1024 GB HDD Storage,15.6,1.73,66990,48
D560193WIN9SE,1420,Intel Core i3 (10th Gen),UHD,4,NO SSD + 1024 GB HDD Storage,14.0,1.58,28143,20
ASU-KIJY,1421,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,14.0,1.37,49990,48
ACE-GKBM,221,Intel Core i3 (11th Gen) Processor,UHD,4,256 GB SSD Storage,15.6,1.86,31790,40
7G6H1PA,1422,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,1.92,40230,13
ASU-UYP5,1423,Intel Core i5 (11th Gen),Iris Xe,8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,1.79,57499,39
ACE-CXPJ,1424,AMD Quad-Core Ryzen 5,"Radeon RX 560X GPU, 4 GB",8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,1.68,54990,6
INF-WPMP,1425,Intel Celeron Quad-Core,UHD,4,128 GB SSD Storage,14.0,1.61,24990,21
7J3Z2PA,1426,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,15.6,1.68,52340,14
ASU-K3OL,1427,Intel Core i5 (11th Gen),Iris Xe,8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,1.82,50990,34
2N1L0PA,1428,Intel Core i5 (11th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.55,66999,12
82KU0238IN,1429,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,15.6,1.81,37990,12
7J3Z3PA,1430,Intel Core i5 (11th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.94,51499,35
81X800LGIN,195,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,1.95,35100,37
81D200ANIN,1161,AMD Quad-Core Ryzen 5,Radeon Vega 8,4,NO SSD + 1024 GB HDD Storage,15.6,1.92,29990,13
MSI-RNZG,1431,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,1.67,40839,23
MSI-YRI9,1432,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,14.0,1.31,37990,46
MSI-WASM,1433,AMD Hexa-Core Ryzen 5,Radeon RX 5500M,8,512 GB SSD Storage,15.6,1.7,48990,3
25U57PA,1434,Intel Core i3 (10th Gen),UHD,8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,1.93,40990,1
INF-Q2WC,1435,Intel Celeron Quad-Core,UHD,8,256 GB SSD Storage,15.6,1.79,24990,27
SAM-FF4N,1436,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,15.6,1.86,52190,36
34W78PA,1437,Intel Core i3 (11th Gen) Processor,UHD,8,512 GB SSD Storage,15.6,1.79,36298,30
INF-AUDS,1435,Intel Celeron Quad-Core,UHD,8,512 GB SSD Storage,15.6,1.85,24950,25
ASU-NPIJ,1438,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.48,44890,38
6C4A9PA,1439,AMD Dual-Core Athlon,Radeon,8,256 GB SSD Storage,14.0,1.47,36359,21
7W474PA,1440,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,1.65,39450,23
183J8PA,1441,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 Ti GPU, 4 GB",8,512 GB SSD Storage,15.6,2.67,57750,19
ACE-NP1S,1442,Intel Core i5 (12th Gen),"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.21,47990,37
82H801LGIN,114,Intel Core i3 (11th Gen),UHD,8,256 GB SSD Storage,15.6,1.8,31990,43
546K7PA,1443,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,1.82,46500,13
C552106UIN9,1158,Intel Core i5 (8th Gen),"Radeon 520 GPU, 2 GB",8,NO SSD + 1024 GB HDD Storage,14.0,1.49,44990,13
ASU-WHUY,1444,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.68,63990,37
MSI-ZEYI,1445,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,14.0,1.31,29800,12
9VB32PA,1446,Intel Core i3 (8th Gen),UHD 620,8,256 GB SSD Storage,14.0,1.65,31271,10
MSI-H3K5,1447,Intel Core i5 (10th Gen) Processor,"GeForce RTX 3050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.25,52891,28
6P129PA,1448,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,15.6,1.63,53999,27
ASU-42XW,1449,Intel Celeron Dual-Core,UHD 600,4,64 GB SSD Storage,11.6,1.17,22500,42
ASU-YJMN,1450,Intel Celeron Dual-Core,UHD,4,256 GB SSD Storage,14.0,1.49,24890,46
ASU-IEOO,1451,AMD Octa-Core Ryzen 7,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.08,68990,8
81WQ00MQIN,372,Intel Celeron Dual-Core,UHD Graphics,8,256 GB SSD Storage,15.6,1.64,26399,43
194V6PA,1452,AMD Quad-Core Ryzen 5,"Geforce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.7,55490,44
ASU-YH57,1453,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,17.3,3.69,54750,44
ASU-5DGY,1454,Intel Core i3 (10th Gen),UHD,4,NO SSD + 1024 GB HDD Storage,15.6,1.63,27990,17
3V7P2PA,1455,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.58,56250,37
82B500BHIN,1211,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,2.28,69789,50
50N47PA,1456,Intel Core i5 (11th Gen) Processor,Iris Xe,16,512 GB SSD Storage,14.0,1.37,67999,23
82QYA00MIN,1457,Intel Celeron Dual-Core,UHD,8,256 GB SSD Storage,15.6,1.85,22890,13
6K9C3PA,1458,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.41,63954,6
XIA-JG2Z,116,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,15.6,1.7,59999,43
82K101PBIN,582,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.39,53990,15
82KDA022IH,1457,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,1.88,33941,25
7K8N1PA,1459,AMD Hexa-Core Ryzen 5,"Radeon RX 6500M  GPU, 4 GB",8,512 GB SSD Storage,15.6,1.69,51859,48
ASU-Z1JL,1460,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.01,57990,11
MSI-AF9Q,1461,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.59,36990,40
ASU-FNKE,1462,AMD Quad-Core Ryzen 7,Radeon RX Vega 10,16,512 GB SSD Storage,14.0,1.4,49990,22
ASU-NMO6,1463,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.11,74990,12
ASU-NYPM,1464,Intel Celeron Dual-Core,UHD,4,256 GB SSD Storage,15.6,1.9,22439,22
7G6H2PA,1465,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,1.63,39000,2
ACE-240F,1442,Intel Core i5 (12th Gen),"GeForce GTX 1650 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.64,51990,15
INF-GKU6,1425,Intel Celeron Quad-Core,UHD,4,128 GB SSD Storage,14.0,1.3,20290,31
D552127WIN9DE,264,Intel Core i3 (10th Gen),UHD,4,256 GB SSD Storage + 1024 GB HDD Storage,14.0,1.33,44100,13
81Y401APIN,196,Intel Core i5 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.13,47500,2
82RK00XDIN,128,Intel Core i3 (12th Gen),UHD,8,256 GB SSD Storage,15.6,1.77,33650,6
4X7E1PA,1466,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,14.0,1.53,53990,37
82WU0095IN,1467,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.39,69999,35
7G6H3PA,1468,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,1.61,37999,21
INF-9I0W,1469,Intel Core i3 (12th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.58,30990,17
ASU-24NP,1470,Intel Celeron Dual-Core,HD 500,4,64 GB SSD Storage,15.6,1.93,18290,45
ACE-4NX9,993,Intel Core i5 (11th Gen) Processor,"GeForce RTX 3050 GPU, 4 GB",8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,2.09,74699,16
3V6P9PA,1471,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,1.79,38899,39
ASU-24LA,1472,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,1.78,49990,39
21A4A08WIH,1473,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,1.69,30290,38
SAM-2QL3,1474,Intel Core i5 (13th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.78,79990,8
D560401WIN9BE,215,Intel Core i5 (11th Gen),Iris Xe,8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,1.86,50330,20
82RK00EEIN,1475,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.93,34990,1
ASU-IY39,1476,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.57,61990,43
536C3PA,1477,Intel Core i3 (11th Gen) Processor,UHD,8,512 GB SSD Storage,15.6,1.81,39990,19
25U58PA,1478,Intel Core i5 (10th Gen),UHD,4,512 GB SSD Storage,15.6,1.81,51499,8
SAM-6HG3,1479,Intel Core i5 (13th Gen),Iris Xe,8,512 GB SSD Storage,15.6,1.71,64990,28
ACE-37OQ,66,Intel Core i3 (12th Gen) Processor,UHD,8,512 GB SSD Storage,15.6,1.63,32490,20
ASU-FJ05,1480,AMD Hexa-Core Ryzen 5,Radeon Vega 7,8,512 GB SSD Storage,16.0,1.89,47389,18
D552202WIN9D,237,AMD Quad-Core Ryzen 5,Radeon Vega 8,8,256 GB SSD Storage,14.0,1.59,48599,6
82R1004AIN,207,AMD Quad-Core Ryzen 5,Radeon Graphics,8,512 GB SSD Storage,15.6,1.86,38450,42
8K8J1PA,1481,Intel Core i3 (13th Gen),UHD,8,512 GB SSD Storage,14.0,1.54,40990,44
D560397WIN9BE,215,Intel Core i3 (10th Gen),UHD,4,256 GB SSD Storage,15.6,1.94,38499,43
ASU-PCYZ,1482,Intel Celeron Dual-Core,UHD,8,512 GB SSD Storage,15.6,1.92,28990,13
840T7PA,693,AMD Dual-Core Athlon,Integrated,4,256 GB SSD Storage,15.6,1.66,19890,46
ACE-VSXE-V2,66,Intel Core i3 (12th Gen) Processor,UHD,8,256 GB SSD Storage,15.6,1.77,31490,8
81VT009UIN,1312,Intel Celeron Dual-Core,UHD,4,256 GB SSD Storage,11.6,1.12,23819,33
ASU-PIMS,1483,Intel Core i3 (10th Gen),UHD,8,NO SSD + 1024 GB HDD Storage,14.0,1.57,29489,31
7GZ75PA,1361,AMD Dual-Core A6 APU,Radeon R4,4,NO SSD + 1024 GB HDD Storage,14.0,1.58,20900,19
ACE-P1PG,1484,AMD Quad-Core Ryzen 3 Processor,Radeon,8,256 GB SSD Storage,15.6,1.92,32990,30
ACE-8LM6,66,Intel Core i3 (12th Gen) Processor,UHD,8,256 GB SSD Storage,15.6,1.62,31890,28
ASU-L46W,1485,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.67,56990,20
ASU-D9JT,1486,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.74,77990,33
ASU-VY1G,1487,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,1024 GB SSD Storage,15.6,2.4,84999,19
82K20289IN,196,AMD Quad-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.22,47990,49
81X100NDIN,198,Intel Core i3 (10th Gen),UHD,8,512 GB SSD Storage,14.0,1.55,58999,41
HP-9U3S,1488,AMD Dual-Core Athlon,Integrated,8,NO SSD + 1024 GB HDD Storage,14.0,1.38,24990,37
ASU-BJBO,1489,Intel Celeron Dual-Core,HD 500,4,32 GB SSD Storage,11.6,1.09,17999,27
6Q2M3PA,1490,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.88,62917,29
36OL5PA,1491,Intel Core i3 (10th Gen),UHD,8,512 GB SSD Storage,15.6,1.6,43990,12
ACE-VC7B,51,Intel Core i7 (11th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",16,512 GB SSD Storage + 1024 GB HDD Storage,15.6,2.64,78490,49
82K201Y9IN,196,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,2.3,56999,41
81WQ00NXIN,372,Intel Celeron Dual-Core,UHD 600,8,256 GB SSD Storage,15.6,1.83,26999,12
3X8X2PA,1492,Intel Core i5 (11th Gen),Iris X,16,512 GB SSD Storage,14.0,1.34,62500,29
50N46PA,1493,Intel Core i5 (11th Gen) Processor,Iris X,8,512 GB SSD Storage,14.0,1.6,49990,13
FRI-F58,1494,Intel Core i5 (12th Gen),UHD,8,512 GB SSD Storage,14.0,1.34,48990,9
FRI-F56,1494,Intel Core i5 (12th Gen),UHD,16,512 GB SSD Storage,14.0,1.36,51990,6
ASU-GMI8,1495,Intel Core i7 (11th Gen) Processor,Iris Xe,16,1024 GB SSD Storage,13.3,1.3,99990,4
ACE-HQSD,200,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.39,76990,37
D552299WIN9BE,14,Intel Core i3 (11th Gen),Integrated,8,256 GB SSD Storage,14.0,1.62,33490,31
82EY00L9IN,196,AMD Hexa-Core Ryzen 5,"Geforce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.44,63490,40
D552190WIN9BE,223,Intel Core i3 (11th Gen),UHD,8,256 GB SSD Storage,14.0,1.47,38990,1
8G148PA,1496,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,15.6,1.6,49400,43
ACE-GNVE,136,Intel Core i5 (12th Gen),"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.24,51990,50
360L9PA,1497,Intel Core i5 (11th Gen),Iris X,8,512 GB SSD Storage,14.0,1.31,49899,25
INF-CDFP,5,Intel Core i5 (11th Gen),UHD,16,512 GB SSD Storage,15.6,1.63,27990,10
INF-GIDN,58,Intel Core i9 (13th Gen),Iris Xe,32,1024 GB SSD Storage,15.6,1.69,74890,21
7W475PA,1498,Intel Celeron Dual-Core,UHD,8,512 GB SSD Storage,15.6,1.87,28990,13
ASU-TZOW,1499,AMD Dual-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,1.78,39389,20
82SB00NXIN,1500,AMD Hexa-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.44,55990,33
HON-C1KS,1494,Intel Core i5 (11th Gen),Integrated,8,512 GB SSD Storage,14.0,1.54,41990,33
ACE-1MNT,352,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.33,61999,45
APP-9YCI,1501,Apple M2 Processor,M2,8,256 GB SSD Storage,13.3,1.2,129900,36
82K1019BIN,109,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.64,64500,22
D560412WIN9S,215,Intel Core i5 (11th Gen),Iris Xe,8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,1.71,54097,43
82H701DKIN,2,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,14.0,1.64,40990,31
D552276WIN9BE,14,Intel Core i3 (11th Gen),Integrated,8,512 GB SSD Storage,14.0,1.55,38890,46
HP-BVDF,1502,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 Ti GPU, 4 GB",8,512 GB SSD Storage,16.1,2.97,72990,19
ASU-4A0W,1503,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.67,40990,21
6N041PA,1504,Intel Core i3 (11th Gen),UHD,8,NO SSD + 1024 GB HDD Storage,15.6,1.79,45637,34
ASU-FY4F,1505,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.72,69990,38
ASU-ZUP9,1506,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.89,68489,10
ASU-ACS6,1507,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.87,70990,10
689T4PA,235,AMD Dual-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,1.73,30990,31
87B57PA,1508,Intel Core i5 (13th Gen),Iris Xe,16,1024 GB SSD Storage,15.6,1.9,73990,14
6N044PA,1509,Intel Core i3 (10th Gen),UHD,8,512 GB SSD Storage,15.6,1.73,40990,41
82K201UEIN,1510,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.09,51101,8
82NL00APIN,1211,Intel Core i5 (10th Gen),"GeForce RTX 3050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.23,67000,13
D560805WIN9W,415,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.24,69490,24
ASU-9UHN,1511,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,14.0,1.63,58800,39
ACE-EU1Q,1442,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.29,64391,44
D560429WIN9S,1257,AMD Dual-Core Ryzen 3,Radeon Vega,8,NO SSD + 1024 GB HDD Storage,15.6,1.73,35855,7
82K2029CIN,1512,AMD Quad-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.3,50990,7
82SB00V3IN,196,AMD Hexa-Core Ryzen 5,"RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.42,67500,6
20T6S0UQ00,427,AMD Hexa-Core Ryzen 5,Radeon,8,256 GB SSD Storage,14.0,1.55,58990,29
ASU-13BM,1513,Intel Core i3 (12th Gen),Integrated,8,512 GB SSD Storage,16.0,2.12,43990,6
ACE-95WW,17,Intel Core i5 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",8,512 GB SSD Storage,15.6,2.5,80608,1
ACE-73E0,540,AMD Quad-Core Ryzen 5,Radeon Vega 8 Mobile,8,512 GB SSD Storage,15.6,1.71,34250,40
82SB00V5IN,1500,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.34,64990,8
82KBA033IH,190,Intel Core i3 (11th Gen),Integrated,8,512 GB SSD Storage,15.6,1.83,32990,11
APP-WEOB,1514,Apple M2 Processor,M2,8,512 GB SSD Storage,15.3,1.71,149900,4
ACE-I8U7,32,AMD Dual-Core Ryzen 3 Processor,Radeon,8,512 GB SSD Storage,14.0,1.35,25990,16
ACE-BOUB,1515,AMD Hexa-Core Ryzen 5 Processor,"GeForce RTX 3060 GPU, 6 GB",16,256 GB SSD Storage + 1024 GB HDD Storage,15.6,2.45,91499,38
ASU-U1VK,1516,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,14.0,1.58,34990,29
ASU-F2OF,1517,Intel Core i7 (12th Gen),"GeForce RTX 4060 GPU, 8 GB",16,512 GB SSD Storage,15.6,2.69,104990,37
67G60PA,1518,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,14.0,1.38,54990,46
APP-S4M5,1519,Apple M2 Processor,M2,8,512 GB SSD Storage,15.3,1.78,154900,17
D560367WIN9S,1520,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.39,78999,18
APP-MOZ6,1521,Apple M2 Processor,M2,8,512 GB SSD Storage,15.3,1.69,149890,14
APP-717E,1522,Apple M2 Processor,M2,8,256 GB SSD Storage,15.3,1.7,133254,17
APP-ZSAP,1523,Apple M2 Processor,M2,8,256 GB SSD Storage,15.3,1.79,134900,21
APP-AJ7M,1524,Apple M2 Processor,M2,8,256 GB SSD Storage,15.3,1.62,131521,9
552X1PA,1525,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,16.1,2.84,79990,5
D560531WIN9S,53,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,14.0,1.64,63499,14
82K201RRIN,43,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.52,69490,14
D560646WIN9B,34,Intel Core i3 (11th Gen),Integrated,8,NO SSD + 1024 GB HDD Storage,15.6,1.91,39999,20
82K200X6IN,43,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.66,61739,19
7P703PA-V2,228,3.4 Ghz Processor,Iris Xe,8,512 GB SSD Storage,15.6,1.76,53490,31
3D4T7PA,490,Intel Core i3 (10th Gen),UHD,4,512 GB SSD Storage,15.6,1.77,34400,37
ASU-ORPT,1526,Intel Core i3 (10th Gen) Processor,Integrated,8,512 GB SSD Storage,15.6,1.65,32190,40
82KDA011IH,190,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,1.84,35790,38
ACE-PA3J,221,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,15.6,1.7,81980,24
D552281WIN9BE,14,Intel Core i5 (11th Gen),UHD,8,512 GB SSD Storage,14.0,1.54,53990,49
ASU-GCV5,1527,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.32,63990,7
7G761PA,1528,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.62,74400,37
IN3520KTMFJS01ORS1,69,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,1.66,36890,2
ASU-10RR,1529,Intel Core i7 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,1024 GB SSD Storage,15.6,2.15,91500,41
91R02PA,1530,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.9,37990,42
82JK007WIN,1531,Intel Core i7 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.14,85999,34
IN3520RVTGV001ORB1,69,Intel Core i3 (11th Gen),Integrated,8,512 GB SSD Storage,15.6,1.92,35990,20
